Plant_specie;Herbivore_specie;Plant_Tribe;Herbivore_Family;N;Loc
Vernonanthura polyanthes (Sprengel) Vega & Dematteis;Melanagromyza sp.01;Vernonieae;Agromyzidae;1;GMOG
Aldama robusta (Gardner) E.E.Schill. & Panero;Melanagromyza sp.01;Heliantheae;Agromyzidae;11;CABR
Vernonanthura canaminina (Gleason) H. Rob.;Melanagromyza sp.02;Vernonieae;Agromyzidae;3;DIAM
Vernonanthura polyanthes (Sprengel) Vega & Dematteis;Melanagromyza sp.02;Vernonieae;Agromyzidae;1;DIAM
Campuloclinium chlorolepis (Baker) R.M. King & H. Rob.;Melanagromyza sp.03;Eupatorieae;Agromyzidae;17;CABR
Chromolaena horminoides DC.;Melanagromyza sp.03;Eupatorieae;Agromyzidae;7;CABR
Aldama kunthiana (Gardner) E.E.Schill. & Panero;Melanagromyza sp.03;Heliantheae;Agromyzidae;2;CABR
Aspilia cylindrocephala H. Rob.;Melanagromyza sp.03;Heliantheae;Agromyzidae;17;CABR
Lepidaploa lilacina (Mart. ex DC.) H. Rob.;Melanagromyza minimoides;Vernonieae;Agromyzidae;21;DIAM
Cyrtocymura scorpioides (Lam.) H.Rob.;Melanagromyza minimoides;Coreopsideae;Agromyzidae;1;CIPO
Aspilia jolyana G.M. Barroso;Melanagromyza minimoides;Heliantheae;Agromyzidae;2;CIPO
Oyedaea oxylepis S.F. Blake;Melanagromyza minimoides;Heliantheae;Agromyzidae;7;DIAM
Aspilia tomentosa;Melanagromyza minimoides;Vernonieae;Agromyzidae;11;DIAM
Aspilia cylindrocephala H. Rob.;Melanagromyza minimoides;Heliantheae;Agromyzidae;3;CABR
Lychnophora rosmarinifolia Mart.;Melanagromyza minimoides;Vernonieae;Agromyzidae;40;CIPO
Calea nitida Less.;Melanagromyza minimoides;Neuroleneae;Agromyzidae;19;GMOG
Acritopappus indet.;Melanagromyza minimoides;Vernonieae;Agromyzidae;59;GMOG
Oyedaea oxylepis S.F. Blake;Melanagromyza minimoides;Heliantheae;Agromyzidae;12;DIAM
Calea sp.05;Melanagromyza minimoides;Vernonieae;Agromyzidae;3;GMOG
Chromolaena oxylepis (DC.) R.M. King & H. Rob.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;6;DIAM
Heterocondylus amphidictyus (DC.) R.M. King & H. Rob.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;7;DIAM
Bidens sp.03;Melanagromyza minimoides;Vernonieae;Agromyzidae;9;DIAM
Vernonanthura polyanthes (Sprengel) Vega & Dematteis;Melanagromyza minimoides;Vernonieae;Agromyzidae;1;GMOG
Acritopappus irwinii R.M. King  & H. Rob.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;1;GMOG
Calea indet.;Melanagromyza minimoides;Vernonieae;Agromyzidae;38;GMOG
Lychnophora pinaster Mart.;Melanagromyza minimoides;Vernonieae;Agromyzidae;5;OUBR
Lychnophora passerina (Mart. ex DC.) Gardner;Melanagromyza minimoides;Vernonieae;Agromyzidae;2;CIPO
Chromolaena cylindrocephala (Sch. Bip. ex Baker) R.M. King & H. Rob.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;2;CIPO
Aspilia sp.03;Melanagromyza minimoides;Vernonieae;Agromyzidae;9;OUBR
Bidens brasiliensis Sherff;Melanagromyza minimoides;Coreopsideae;Agromyzidae;40;OUBR
Aspilia sp.03;Melanagromyza minimoides;Vernonieae;Agromyzidae;20;OUBR
Mikania leiolaena DC.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;4;OUBR
Cyrtocymura scorpioides (Lam.) H.Rob.;Melanagromyza minimoides;Coreopsideae;Agromyzidae;3;CIPO
Heterocondylus amphidictyus (DC.) R.M. King & H. Rob.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;1;OUBR
Calea teucriifolia (Gardner) Baker;Melanagromyza minimoides;Neuroleneae;Agromyzidae;66;GMOG
Chromolaena cylindrocephala (Sch. Bip. ex Baker) R.M. King & H. Rob.;Melanagromyza minimoides;Eupatorieae;Agromyzidae;23;CIPO
Aspilia sp.07;Melanagromyza sp.04;Vernonieae;Agromyzidae;4;CABR
Lychnophora diamantinana Coile & Jones;Melanagromyza sp.04;Vernonieae;Agromyzidae;4;DIAM
Aspilia sp.09;Melanagromyza sp.04;Vernonieae;Agromyzidae;61;CABR
Aspilia sp.09;Melanagromyza sp.04;Vernonieae;Agromyzidae;1;CABR
Heterocondylus alatus (Vell.) R.M. King & H. Rob.;Melanagromyza sp.04;Eupatorieae;Agromyzidae;2;GMOG
Aspilia sp.02;Melanagromyza sp.04;Vernonieae;Agromyzidae;4;CABR
Lychnophora ramosissima Gardner;Melanagromyza sp.04;Vernonieae;Agromyzidae;34;DIAM
Erechtites hieracifolius (L.) Raf. ex DC.;Melanagromyza sp.04;Senecioneae;Agromyzidae;18;CABR
Eremanthus incanus (Less.) Less.;Melanagromyza sp.04;Vernonieae;Agromyzidae;37;CABR
Calea sp.06;Melanagromyza sp.04;Vernonieae;Agromyzidae;5;DIAM
Heterocondylus alatus (Vell.) R.M. King & H. Rob.;Melanagromyza sp.04;Eupatorieae;Agromyzidae;4;DIAM
Aldama robusta (Gardner) E.E.Schill. & Panero;Melanagromyza sp.04;Heliantheae;Agromyzidae;24;CABR
Heterocondylus alatus (Vell.) R.M. King & H. Rob.;Melanagromyza bidentis;Eupatorieae;Agromyzidae;7;CIPO
Lessingianthus linearifolius (Less.) H. Rob.;Melanagromyza bidentis;Vernonieae;Agromyzidae;1;CIPO
Aspilia sp.04;Melanagromyza bidentis;Vernonieae;Agromyzidae;2;CIPO
Aspilia sp.04;Melanagromyza bidentis;Vernonieae;Agromyzidae;3;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Melanagromyza bidentis;Coreopsideae;Agromyzidae;13;CIPO
Moquinia racemosa (Spreng.) DC.;Melanagromyza bidentis;Moquinieae;Agromyzidae;1;DIAM
Heterocondylus alatus (Vell.) R.M. King & H. Rob.;Melanagromyza bidentis;Eupatorieae;Agromyzidae;6;DIAM
Aspilia tomentosa;Melanagromyza bidentis;Vernonieae;Agromyzidae;1;DIAM
Chromolaena chaseae (B.L. Rob.) R.M. King & H. Rob.;Melanagromyza bidentis;Eupatorieae;Agromyzidae;3;DIAM
Chromolaena chaseae (B.L. Rob.) R.M. King & H. Rob.;Neomyopites paulensis;Eupatorieae;Tephritidae;1;CIPO
Ayapana amygdalina (Lam.) R.M. King & H. Rob.;Neomyopites paulensis;Eupatorieae;Tephritidae;5;OUBR
Stomatanthes polycephalus (Sch. Bip. ex B.L. Rob.) H. Rob.;Neomyopites paulensis;Eupatorieae;Tephritidae;2;CABR
Mikania retifolia Sch. Bip. ex Baker;Neomyopites paulensis;Eupatorieae;Tephritidae;1;GMOG
Pseudobrickellia brasiliensis (Spreng.) R.M. King & H. Rob.;Neomyopites paulensis;Eupatorieae;Tephritidae;1;CABR
Chromolaena laevigata (Lam.) R.M. King & H. Rob.;Neomyopites paulensis;Eupatorieae;Tephritidae;1;OUBR
Mikania sessilifolia DC.;Neomyopites paulensis;Eupatorieae;Tephritidae;4;OUBR
Mikania cipoensis G.M. Barroso;Neomyopites paulensis;Eupatorieae;Tephritidae;4;CIPO
Chromolaena odorata (L.) R.M. King & H. Rob.;Neomyopites paulensis;Eupatorieae;Tephritidae;1;GMOG
Mikania officinalis Mart.;Neomyopites paulensis;Eupatorieae;Tephritidae;3;DIAM
Mikania officinalis Mart.;Neomyopites paulensis;Eupatorieae;Tephritidae;2;CABR
Mikania micrantha Kunth;Neomyopites paulensis;Eupatorieae;Tephritidae;10;CABR
Vernonanthura polyanthes (Sprengel) Vega & Dematteis;Oidaematophorus glaphyrotes;Vernonieae;Pterophoridae;1;CABR
Baccharis perulata Kuntze;Oxyna sp.01;Astereae;Tephritidae;1;CIPO
Calea sp.05;Paracantha australis;Vernonieae;Tephritidae;4;CIPO
Calea sp.06;Paracantha australis;Vernonieae;Tephritidae;4;DIAM
Aspilia sp.01;Tetreuaresta sp.a;Vernonieae;Tephritidae;1;GMOG
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;21;GMOG
Maschalostachys markgrafii (G.M. Barroso) Loeuille & Roque;Tetreuaresta sp.a;Vernonieae;Tephritidae;34;CABR
Eremanthus glomerulatus Less.;Tetreuaresta sp.a;Vernonieae;Tephritidae;2;CABR
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;42;GMOG
Trichogonia villosa (Spreng.) Sch.Bip. ex Baker;Tetreuaresta sp.a;Eupatorieae;Tephritidae;8;DIAM
Paralychnophora bicolor (DC.) MacLeish;Tetreuaresta sp.a;Vernonieae;Tephritidae;9;GMOG
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;1;DIAM
Maschalostachys markgrafii (G.M. Barroso) Loeuille & Roque;Tetreuaresta sp.a;Vernonieae;Tephritidae;8;CABR
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;4;CIPO
Paralychnophora bicolor (DC.) MacLeish;Tetreuaresta sp.a;Vernonieae;Tephritidae;92;GMOG
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;1;GMOG
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;2;DIAM
Paralychnophora bicolor (DC.) MacLeish;Tetreuaresta sp.a;Vernonieae;Tephritidae;6;GMOG
Anteremanthus hatschbachii H. Rob.;Tetreuaresta sp.a;Vernonieae;Tephritidae;3;GMOG
Proteopsis argentea Mart. & Zucc. ex Sch. Bip.;Tetreuaresta sp.a;Vernonieae;Tephritidae;106;DIAM
Eremanthus incanus (Less.) Less.;Tetreuaresta sp.c;Vernonieae;Tephritidae;2;GMOG
Lepidaploa rufogrisea (A. St.-Hil.) H. Rob.;Tetreuaresta sp.d;Vernonieae;Tephritidae;1;CABR
Lepidaploa araguensis (V.M. Badillo) H. Rob.;Tetreuaresta sp.d;Vernonieae;Tephritidae;1;CABR
Eremanthus polycephalus (DC.) MacLeish;Tetreuaresta sp.e;Vernonieae;Tephritidae;1;OUBR
Lessingianthus coriaceus (Less.) H. Rob.;Tomoplagia achromoptera;Vernonieae;Tephritidae;1;CABR
Proteopsis sp.01;Tomoplagia achromoptera;Vernonieae;Tephritidae;1;DIAM
Lessingianthus coriaceus (Less.) H. Rob.;Tomoplagia achromoptera;Vernonieae;Tephritidae;7;CIPO
Lessingianthus sp.19;Tomoplagia achromoptera;Vernonieae;Tephritidae;8;DIAM
Lessingianthus coriaceus (Less.) H. Rob.;Tomoplagia achromoptera;Vernonieae;Tephritidae;4;CABR
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia argentiniensis;Coreopsideae;Tephritidae;1;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia argentiniensis;Coreopsideae;Tephritidae;1;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia argentiniensis;Coreopsideae;Tephritidae;6;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia argentiniensis;Coreopsideae;Tephritidae;1;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia argentiniensis;Coreopsideae;Tephritidae;1;OUBR
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia argentiniensis;Coreopsideae;Tephritidae;2;CIPO
Calea nitida Less.;Tomoplagia biseriata;Neuroleneae;Tephritidae;9;GMOG
Calea nitida Less.;Tomoplagia biseriata;Neuroleneae;Tephritidae;2;GMOG
Oyedaea oxylepis S.F. Blake;Tomoplagia biseriata;Heliantheae;Tephritidae;4;DIAM
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;1;CABR
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;1;DIAM
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;1;DIAM
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;3;CABR
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;1;DIAM
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;23;CIPO
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;2;GMOG
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;6;CABR
Trixis vauthieri DC.;Tomoplagia costalimai;Nassauvieae;Tephritidae;1;GMOG
Lessingianthus laevigatus (Mart. ex DC.) H. Rob.;Tomoplagia dimorphica;Vernonieae;Tephritidae;1;CIPO
Lessingianthus laevigatus (Mart. ex DC.) H. Rob.;Tomoplagia dimorphica;Vernonieae;Tephritidae;2;CABR
Lessingianthus hoveaefolius (Gardner) H. Rob.;Tomoplagia dimorphica;Vernonieae;Tephritidae;5;CABR
Lessingianthus laevigatus (Mart. ex DC.) H. Rob.;Tomoplagia dimorphica;Vernonieae;Tephritidae;1;CABR
Lessingianthus laevigatus (Mart. ex DC.) H. Rob.;Tomoplagia dimorphica;Vernonieae;Tephritidae;6;CABR
Vernonanthura lucida (Less.) H. Rob.;Tomoplagia fiebrigi;Vernonieae;Tephritidae;31;CABR
Vernonanthura lucida (Less.) H. Rob.;Tomoplagia fiebrigi;Vernonieae;Tephritidae;8;CABR
Chrysolaena obovata (Less.) Dematt.;Tomoplagia formosa;Vernonieae;Tephritidae;1;DIAM
Lessingianthus dichrous (Mart. ex Colla) P.L.R. Moraes & Guglielmone;Tomoplagia incompleta;Vernonieae;Tephritidae;4;OUBR
Lepidaploa spixiana (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CIPO
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;2;CIPO
Lessingianthus ammophilus (Gardner) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;DIAM
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;CIPO
Lessingianthus pumillus (Vell.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CIPO
Lessingianthus bardanoides (Less.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;28;DIAM
Lessingianthus coriaceus (Less.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CIPO
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;DIAM
Lepidaploa spixiana (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CIPO
Lessingianthus warmingianus (Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;OUBR
Lepidaploa rufogrisea (A. St.-Hil.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CABR
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;13;CABR
Chrysolaena obovata (Less.) Dematt.;Tomoplagia incompleta;Vernonieae;Tephritidae;5;CIPO
Eremanthus sp.03;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CIPO
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;35;DIAM
Lessingianthus sp.01;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CABR
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;4;OUBR
Richterago discoidea (Less.) Kuntze;Tomoplagia incompleta;Gochnatieae;Tephritidae;1;GMOG
Lessingianthus obtusatus (Less.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;8;CIPO
Lessingianthus brevipetiolatus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;DIAM
Chresta pycnocephala DC.;Tomoplagia incompleta;Vernonieae;Tephritidae;2;CABR
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CIPO
Chresta sphaerocephala DC.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;CABR
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;GMOG
Heterocondylus alatus (Vell.) R.M. King & H. Rob.;Tomoplagia incompleta;Eupatorieae;Tephritidae;1;GMOG
Lessingianthus bardanoides (Less.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;DIAM
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;11;CABR
Chrysolaena obovata (Less.) Dematt.;Tomoplagia incompleta;Vernonieae;Tephritidae;5;DIAM
Lessingianthus pumillus (Vell.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;4;CABR
Chresta sphaerocephala DC.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;CABR
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CABR
Lepidaploa spixiana (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;2;CIPO
Lessingianthus obtusatus (Less.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;CIPO
Trixis vauthieri DC.;Tomoplagia incompleta;Nassauvieae;Tephritidae;1;GMOG
Lessingianthus dichrous (Mart. ex Colla) P.L.R. Moraes & Guglielmone;Tomoplagia incompleta;Vernonieae;Tephritidae;2;CIPO
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;GMOG
Lepidaploa spixiana (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;DIAM
Lessingianthus linearifolius (Less.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;18;CIPO
Echinocoryne schwenkiifolia (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;CIPO
Lepidaploa lilacina (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;27;DIAM
Chrysolaena lithospermifolia (Hieron.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;4;CABR
Chrysolaena simplex (Less.) Dematt.;Tomoplagia incompleta;Vernonieae;Tephritidae;17;CABR
Chresta sphaerocephala DC.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CABR
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;DIAM
Lepidaploa rufogrisea (A. St.-Hil.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;GMOG
Lessingianthus laevigatus (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CABR
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;GMOG
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;5;CABR
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;3;CABR
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;13;CIPO
Minasia sp.04;Tomoplagia incompleta;Vernonieae;Tephritidae;1;CABR
Lepidaploa lilacina (Mart. ex DC.) H. Rob.;Tomoplagia incompleta;Vernonieae;Tephritidae;1;GMOG
Lessingianthus dichrous (Mart. ex Colla) P.L.R. Moraes & Guglielmone;Tomoplagia incompleta;Vernonieae;Tephritidae;7;DIAM
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;2;DIAM
Vernonanthura subverticillata;Tomoplagia minuta;Vernonieae;Tephritidae;1;DIAM
Vernonanthura westiniana (Less.) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;13;OUBR
Vernonanthura subverticillata;Tomoplagia minuta;Vernonieae;Tephritidae;3;GMOG
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;1;CIPO
Vernonanthura subverticillata;Tomoplagia minuta;Vernonieae;Tephritidae;6;GMOG
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;11;DIAM
Vernonanthura subverticillata;Tomoplagia minuta;Vernonieae;Tephritidae;10;GMOG
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;17;CIPO
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;11;CIPO
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;2;DIAM
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia minuta;Vernonieae;Tephritidae;4;DIAM
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia pseudopenicillata;Coreopsideae;Tephritidae;1;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia pseudopenicillata;Coreopsideae;Tephritidae;5;CIPO
Cyrtocymura scorpioides (Lam.) H.Rob.;Tomoplagia pseudopenicillata;Coreopsideae;Tephritidae;1;OUBR
Centratherum punctatum Cass.;Tomoplagia punctata;Vernonieae;Tephritidae;6;CABR
Centratherum punctatum Cass.;Tomoplagia punctata;Vernonieae;Tephritidae;1;GMOG
Centratherum punctatum Cass.;Tomoplagia punctata;Vernonieae;Tephritidae;3;OUBR
Baccharis aphylla (Vell.) DC.;Tomoplagia reimoseri;Astereae;Tephritidae;1;OUBR
Vernonanthura mucronulata (Less.) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;331;OUBR
Vernonanthura subverticillata;Tomoplagia reimoseri;Vernonieae;Tephritidae;5;CABR
Vernonanthura sp.01;Tomoplagia reimoseri;Vernonieae;Tephritidae;3;CABR
Vernonanthura membranacea (Gardner) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;2;CIPO
Vernonanthura subverticillata;Tomoplagia reimoseri;Vernonieae;Tephritidae;4;GMOG
Vernonanthura subverticillata;Tomoplagia reimoseri;Vernonieae;Tephritidae;1;CABR
Vernonanthura canaminina (Gleason) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;20;DIAM
Vernonanthura polyanthes (Sprengel) Vega & Dematteis;Tomoplagia reimoseri;Vernonieae;Tephritidae;4;GMOG
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;3;CIPO
Vernonanthura subverticillata;Tomoplagia reimoseri;Vernonieae;Tephritidae;1;GMOG
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;27;CIPO
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;5;DIAM
Vernonanthura glanduloso-dentata;Tomoplagia reimoseri;Vernonieae;Tephritidae;1;CIPO
Vernonanthura mariana (Mart. ex Baker) H. Rob.;Tomoplagia reimoseri;Vernonieae;Tephritidae;3;CIPO
Lessingianthus polyphyllus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia tripunctata;Vernonieae;Tephritidae;2;CIPO
Lessingianthus bardanoides (Less.) H. Rob.;Tomoplagia tripunctata;Vernonieae;Tephritidae;2;DIAM
Lessingianthus brevipetiolatus (Sch. Bip. ex Baker) H. Rob.;Tomoplagia tripunctata;Vernonieae;Tephritidae;1;DIAM
Lessingianthus dichrous (Mart. ex Colla) P.L.R. Moraes & Guglielmone;Tomoplagia tripunctata;Vernonieae;Tephritidae;6;OUBR
Lessingianthus rosmarinifolius (Less.) H. Rob.;Tomoplagia tripunctata;Vernonieae;Tephritidae;1;OUBR
